"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,10.4,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,13.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,10.8,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,3.8,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,2.9,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,3.1,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,3.3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,3.4,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,3.7,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,3.6,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,6.7,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,8.6,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,9.4,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,9.7,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,9.9,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,8.3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,7.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1990","1990","PC","Percentage","0","Units",,,4.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,6.5,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,6.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,5.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,5.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,5.4,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,5.2,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,5.1,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,4.5,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,4,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,4.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,5.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,6.5,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,6.5,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,8.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,10.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,10.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,10.4,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,12.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,12.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,12.1,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,11.1,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,10.5,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,10,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,9.2,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,8.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,7.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,7.1,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,7.7,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,8.4,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,8.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,8.8,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,10.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,12.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,13.2,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,12.2,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1990","1990","PC","Percentage","0","Units",,,1.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,2.2,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,3.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,4.2,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,4.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,4.6,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,4.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,3.6,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,3.8,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,4.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,4.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,4.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,4.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,4.2,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,3.6,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.5,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,2.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,3.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,4.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,4.7,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,5.2,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,4.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,4.5,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,4.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,3.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,4.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,4.8,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,4.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,4.3,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,3.9,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,3.5,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1990","1990","PC","Percentage","0","Units",,,2.5,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,1.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,4.5,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,4.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,3.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,3.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,3.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,3.7,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,3.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,3.5,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,4.1,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,3.8,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,3.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,3.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,3.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,3.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,0.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,0.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,2.7,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,2.2,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,2.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,2.7,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,2.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,2.5,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,2.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,2.4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,2.8,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,2.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,2.9,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,2.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,2.6,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,3.3,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1990","1990","PC","Percentage","0","Units",,,1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,1.7,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,1.4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,1.1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,1.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,2.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,3.3,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,2.9,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,2.7,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,2.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,3.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,3.5,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,3,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,3.3,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,3.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,4.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,4.7,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,5,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,3.9,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,2.9,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,1.9,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,3.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,4.1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,6.1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,5.3,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,5.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,4.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,5.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,5,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,5.5,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,5.3,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,6.2,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,5.1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,6.9,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,5.1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,1.5,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,1.7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,2,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,2.1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,2.4,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,2.7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,2.7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,2.7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,3.1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,4.6,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,4.6,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,4.4,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,4.1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,4.2,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,4.1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,5.9,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,2.4,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,2.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,2.4,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,2.5,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,3.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,2.9,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,3.2,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,3.2,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,4.4,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,4.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,4.2,,
