"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,4,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,4.1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,4.1,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.8,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1990","1990","PC","Percentage","0","Units",,,4.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,1.9,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,1.5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,2.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,3.4,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,4.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,4,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,2.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,1.8,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,2.8,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,3.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,3.9,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,4.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,6.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,6.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,5,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,10.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,7.7,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,3.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,2.7,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,3.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,3.8,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,4.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,5.1,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,4.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,3.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,2.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,3.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,3.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,4.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,5.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,5.6,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,6.3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1990","1990","PC","Percentage","0","Units",,,6.7,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,5.3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,4.6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,4.2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,3.3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,2.6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,2.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,2.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,2.2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,2.7,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,4.4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,4.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,4.3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,4.8,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,3.9,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,3.4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,5.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,5.2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,4.8,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,4.2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,4.3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,3.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,3.1,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,3,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,3.2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,4.4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,5.4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,5.5,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,5.8,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,5.6,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,5.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1990","1990","PC","Percentage","0","Units",,,4.7,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,4.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2000","2000","PC","Percentage","0","Units",,,2.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2001","2001","PC","Percentage","0","Units",,,2.7,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2002","2002","PC","Percentage","0","Units",,,3.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2003","2003","PC","Percentage","0","Units",,,4.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2004","2004","PC","Percentage","0","Units",,,4.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2005","2005","PC","Percentage","0","Units",,,4.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2006","2006","PC","Percentage","0","Units",,,3.1,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2007","2007","PC","Percentage","0","Units",,,1.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2008","2008","PC","Percentage","0","Units",,,2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2009","2009","PC","Percentage","0","Units",,,2.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2010","2010","PC","Percentage","0","Units",,,3.5,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2011","2011","PC","Percentage","0","Units",,,2.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2012","2012","PC","Percentage","0","Units",,,3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2013","2013","PC","Percentage","0","Units",,,2.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2014","2014","PC","Percentage","0","Units",,,3.5,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2015","2015","PC","Percentage","0","Units",,,4.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1990","1990","PC","Percentage","0","Units",,,3.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","1995","1995","PC","Percentage","0","Units",,,3.7,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2000","2000","PC","Percentage","0","Units",,,2.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2001","2001","PC","Percentage","0","Units",,,2.5,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2002","2002","PC","Percentage","0","Units",,,2.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2003","2003","PC","Percentage","0","Units",,,3.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2004","2004","PC","Percentage","0","Units",,,3.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2005","2005","PC","Percentage","0","Units",,,3.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2006","2006","PC","Percentage","0","Units",,,2.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2007","2007","PC","Percentage","0","Units",,,2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2008","2008","PC","Percentage","0","Units",,,1.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2009","2009","PC","Percentage","0","Units",,,2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2010","2010","PC","Percentage","0","Units",,,2.6,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2011","2011","PC","Percentage","0","Units",,,2.6,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2012","2012","PC","Percentage","0","Units",,,2.3,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2013","2013","PC","Percentage","0","Units",,,2.9,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2014","2014","PC","Percentage","0","Units",,,3.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2015","2015","PC","Percentage","0","Units",,,3.9,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","1995","1995","PC","Percentage","0","Units",,,10.4,,
